name,price,odometer,is_dealer,link,condition,fuel,paint color,title status,transmission,type,cylinders,drive,location,VIN,est. monthly pmt,year,age,make,model,City (L/100 km),Highway (L/100 km),Combined (L/100 km),market,km_per_year,usage_ratio,usage_category,annual_fuel_cost
SOLD 2015 Acura RLX SH-AWD Sport Hybrid | Dealer Serviced,27500,57255.0,1,https://www.craigslist.org/view/d/langley-sold-2015-acura-rlx-sh-awd/cn9FjbUGiDU9NtnmG4prNo,excellent,hybrid,black,clean,automatic,sedan,6.0,4wd,Call or Text Austin @DealerShift,JH4KC2F93FC800010,,2015.0,11.0,Acura,RLX,9.95,7.6,8.85,Japanese,5205.0,0.35,Ultra Low/Weekend,2390.0
2010 Subaru Outback 2.5i Sport. LOCAL BC VEHICLE. LIMITED PACKAGE.,5800,268756.0,1,https://www.craigslist.org/view/d/richmond-2010-subaru-outback-25i-sport/7aHXZJZBgoZnPkZokJSqV5,,gas,grey,clean,automatic,wagon,4.0,4wd,Richmond,4S4BRGKC2A3341152,,2010.0,16.0,Subaru,Outback 2.5i Sport,11.45,8.5,10.15,Japanese,16797.2,1.12,Average,2740.0
2018 BMW X5 35i xDrive. LOCAL BC VEHICLE. ONE OWNER. SECOND SET OF TIR,21999,121639.0,1,https://www.craigslist.org/view/d/richmond-2018-bmw-x5-35i-xdrive-local/3jbzJ5TDWLD2Q2w3Fi9NvK,excellent,gas,blue,clean,automatic,SUV,6.0,4wd,Richmond,5UXKR0C50J0Y01467,,2018.0,8.0,BMW,X5,11.65,8.9,10.4,European,15204.9,1.01,Average,2808.0
2016 Mazda Mazda3 Sport GS. LOCAL BC VEHICLE. LOW KILOMETRES.,14999,81903.0,1,https://www.craigslist.org/view/d/richmond-2016-mazda-mazda3-sport-gs/4cRhLDEZhPBAYwo3LkSXxW,excellent,gas,white,clean,automatic,hatchback,4.0,fwd,Richmond,3MZBM1L72GM291424,,2016.0,10.0,Mazda,Mazda3,8.2,5.95,7.2,Japanese,8190.3,0.55,Below Average,1944.0
2012 Nissan Murano SL. LOCAL BC VEHICLE.,7999,129360.0,1,https://www.craigslist.org/view/d/richmond-2012-nissan-murano-sl-local-bc/p2obw25UHajtrSimXTTJHm,excellent,gas,black,clean,automatic,SUV,6.0,,Richmond,JN8AZ1MW1CW233552,,2012.0,14.0,Nissan,Murano,13.2,10.1,11.8,Japanese,9240.0,0.62,Below Average,3186.0
2019 Kia Sorento LX AWD. BC LOCAL VEHICLE.,13999,116155.0,1,https://www.craigslist.org/view/d/richmond-2019-kia-sorento-lx-awd-bc/smTATJbKMsvrngr4SdLaEi,excellent,gas,white,clean,automatic,SUV,4.0,4wd,Richmond,5XYPGDA35KG468345,,2019.0,7.0,Kia,Sorento,10.95,8.6,9.9,Korean,16593.6,1.11,Average,2673.0
2013 Ford Edge Limited. LOW KILOMETRES. RUNS GOOD.,9999,134385.0,1,https://www.craigslist.org/view/d/richmond-2013-ford-edge-limited-low/i8hgrridUMAteNM8PzDndN,excellent,gas,silver,clean,automatic,SUV,6.0,4wd,Richmond,2FMDK4KCXDBB48117,,2013.0,13.0,Ford,Edge,13.3,9.3,11.5,American,10337.3,0.69,Below Average,3105.0
2015 Audi Q5 2.0T quattro Progressiv. LOCAL BC VEHICLE.,12999,129080.0,1,https://www.craigslist.org/view/d/richmond-2015-audi-q5-20t-quattro/9AKzjKMShetjR5Kaf4DvPz,excellent,gas,black,clean,automatic,SUV,4.0,,Richmond,WA1LFCFP6FA074845,,2015.0,11.0,Audi,TT,10.4,7.65,9.15,European,11734.5,0.78,Below Average,2470.0
2022 Ford Escape Titanium Plug-in Hybrid | 1-Owner | Dealer Serviced,27500,44190.0,1,https://www.craigslist.org/view/d/langley-2022-ford-escape-titanium-plug/r2QgeXzo1n3aEzyYURLFog,excellent,hybrid,silver,clean,automatic,SUV,4.0,fwd,Call or Text Austin @DealerShift,1FMCU0LZXNUB05345,,2022.0,4.0,Ford,Escape,5.5,6.4,5.9,American,11047.5,0.74,Below Average,1593.0
2020 Honda Civic Sedan Touring CVT - FULLY LOADED!,21495,129894.0,1,https://www.craigslist.org/view/d/burnaby-2020-honda-civic-sedan-touring/kcXdYQnQ8E8NyrZvfr2mce,excellent,gas,grey,clean,automatic,sedan,4.0,fwd,burnaby/newwest,2HGFC1F92LH101619,,2020.0,6.0,Honda,Civic,8.0,6.4,7.300000000000001,Japanese,21649.0,1.44,Above Average,1971.0
"2016 BMW 320i Xdrive Local Clean Title 156,500KM",12900,156500.0,1,https://www.craigslist.org/view/d/burnaby-2016-bmw-320i-xdrive-local/6EtUK8USbzZu7bZz8aTK7X,excellent,gas,blue,clean,automatic,sedan,4.0,4wd,7845 Kingsway Burnaby,WBA8A3C50GK690708,,2016.0,10.0,BMW,320i,10.4,6.8,8.8,European,15650.0,1.04,Average,2376.0
"2024 Hyundai Santa Fe Luxury AWD SUV: LOCAL, LOW 22K KMS!",37499,22315.0,1,https://www.craigslist.org/view/d/surrey-lower-west-2024-hyundai-santa-fe/hPTS7oK1ZmA3s3BLbgN2jA,excellent,gas,green,clean,automatic,SUV,4.0,4wd,NO/BAD/NEW CREDIT: ALL WELCOME!,,,2024.0,2.0,Hyundai,Santa Fe,12.1,8.8,10.6,Korean,11157.5,0.74,Below Average,2862.0
2026 Jeep Cherokee Limited 4x4 SUV: ALMOST BNEW!!! SAVE $$$,44699,2500.0,1,https://www.craigslist.org/view/d/surrey-lower-west-2026-jeep-cherokee/xbtq2THLCxgUBF2xDCC8xq,like new,gas,red,clean,automatic,SUV,4.0,4wd,FINANCE: $291 B/W+TAX *OAC!,,,2026.0,1.0,Jeep,Cherokee,6.1,6.7,6.3,American,2500.0,0.17,Ultra Low/Weekend,1701.0
"2022 GMC Sierra 1500 4WD Crew Cab 147"" Elevation: NAVI, BC TRUCK",37999,97840.0,1,https://www.craigslist.org/view/d/surrey-lower-west-2022-gmc-sierra-wd/iSzQnGJXAPcqmhPVyJkvzg,excellent,gas,white,clean,automatic,pickup,4.0,4wd,FINANCE: $355 B/W+TAX *OAC!,,,2022.0,4.0,GMC,Sierra,13.9,12.0,13.1,American,24460.0,1.63,Above Average,3537.0
"2025 Mitsubishi Outlander SE PHEV AWD SUV: 7-SEATER, NO ACCIDENTS",42197,21517.0,1,https://www.craigslist.org/view/d/surrey-east-2025-mitsubishi-outlander/hWPZu9sMkPjUehC1ds5jmo,excellent,hybrid,white,clean,automatic,SUV,4.0,4wd,LANGLEY | $364+ Bi-Weekly Financing OAC,,,2025.0,1.0,Mitsubishi,Outlander,9.8,7.9,8.9,Japanese,21517.0,1.43,Above Average,2403.0
"2024 Mitsubishi Eclipse Cross AWD SUV: LOW KMS, NO ACCIDENTS!",27297,31693.0,1,https://www.craigslist.org/view/d/surrey-east-2024-mitsubishi-eclipse/cryBGkzBtEYGYEtKexxkqS,excellent,gas,black,clean,automatic,SUV,4.0,4wd,ONLY $224/bw *FINANCING OAC,,,2024.0,2.0,Mitsubishi,Eclipse Cross,9.6,8.9,9.3,Japanese,15846.5,1.06,Average,2511.0
"2025 BMW X5 M60I V8 LOCAL LOADED WITH ONLY 23,000 KMS!",99499,23975.0,1,https://www.craigslist.org/view/d/vancouver-2025-bmw-x5-m60i-v8-local/mxuYZ3pKiSXW7MYb8GxC8P,excellent,gas,black,clean,automatic,SUV,8.0,4wd,LOW LEASE AND FINANCING AVAILABLE!,,,2025.0,1.0,BMW,X5 M60i,13.8,10.5,12.3,European,23975.0,1.6,Above Average,3321.0
"2019 Mazda Mazda3 GT Auto FWD Sedan: LOCAL, LOW KMS",19999,51381.0,1,https://www.craigslist.org/view/d/surrey-east-2019-mazda-mazda3-gt-auto/upspqvz4tBMe2CQfUBGBX8,excellent,gas,grey,clean,automatic,sedan,4.0,fwd,ONLY $188/bw *FINANCING OAC,,,2019.0,7.0,Mazda,Mazda3,8.8,6.6,7.8,Japanese,7340.1,0.49,Ultra Low/Weekend,2106.0
* 2024 MAZDA 3 MAZDA3 GS *****,20500,33000.0,1,https://www.craigslist.org/view/d/new-westminster-northeast-mazda-mazda3/nFSSNH2X7BCN43byyY1zFh,,gas,white,rebuilt,automatic,sedan,4.0,,burnaby/newwest,JM1BPACM0R1719202,,2024.0,2.0,Mazda,Mazda3,9.0,6.6,7.9,Japanese,16500.0,1.1,Average,2133.0
2022 Cadillac XT5 Premium luxury AWD only 16k KM,39890,16067.0,1,https://www.craigslist.org/view/d/vancouver-2022-cadillac-xt5-premium/uNDasjqHMrJLwC7jumhssP,like new,gas,silver,clean,automatic,SUV,6.0,4wd,vancouver,,,2022.0,4.0,Cadillac,XT5,12.9,9.2,11.2,American,4016.8,0.27,Ultra Low/Weekend,3024.0
2006 BMW 330i 2005,4900,202989.0,1,https://www.craigslist.org/view/d/port-moody-2006-bmw-330i-2005/jrj3JHvmemoczHpjWPCgrX,excellent,gas,grey,clean,automatic,sedan,6.0,rwd,Burrell Auto Group-Port Moody,,,2006.0,20.0,BMW,330i,12.9,8.6,10.95,European,10149.4,0.68,Below Average,2956.0
2018 Mitsubishi Mirage ES  2017 2016,4900,200793.0,1,https://www.craigslist.org/view/d/port-moody-2018-mitsubishi-mirage-es/sKvt4Q8Dg8WxR2DJ76HoLB,excellent,gas,grey,clean,manual,sedan,4.0,fwd,Burrell Auto Group-Port Moody,,,2018.0,8.0,Mitsubishi,Mirage,6.75,5.65,6.25,Japanese,25099.1,1.67,Highway/Heavy Commute,1688.0
2008 Dodge Avenger SXT,3500,267446.0,1,https://www.craigslist.org/view/d/port-moody-2008-dodge-avenger-sxt/cas56txMkJXHPeRqYrJDzY,excellent,gas,red,clean,automatic,sedan,6.0,fwd,Burrell Auto Group-Port Moody,,,2008.0,18.0,Dodge,Avenger,14.95,9.5,12.55,American,14858.1,0.99,Average,3388.0
2023 CHEVROLET SILVERADO 3500HD HIGH COUNTRY,77994,47621.0,1,https://www.craigslist.org/view/d/vancouver-2023-chevrolet-silverado/qhwS15ReEAHHN4X67cvV8b,like new,diesel,white,clean,automatic,pickup,8.0,4wd,VANCOUVER,2GC4YVEY1P1723084,,2023.0,3.0,Chevrolet,Silverado,15.5,12.45,14.25,American,15873.7,1.06,Average,3848.0
2025 CHEVROLET EQUINOX EV LT,37995,8325.0,1,https://www.craigslist.org/view/d/vancouver-2025-chevrolet-equinox-ev-lt/iZ5StXsYLaWGvbJNJKpxFJ,like new,electric,white,clean,automatic,SUV,,fwd,VANCOUVER,3GN7DLRPXSS200861,,2025.0,1.0,Chevrolet,Equinox,9.6,8.25,9.0,American,8325.0,0.56,Below Average,2430.0
2021 CHEVROLET COLORADO 4WD LT,36994,88149.0,1,https://www.craigslist.org/view/d/vancouver-2021-chevrolet-colorado-4wd-lt/k4nfY4pViV621DcxJpt4La,like new,diesel,grey,clean,automatic,pickup,4.0,4wd,VANCOUVER,1GCPTCE11M1196149,,2021.0,5.0,Chevrolet,Colorado,12.2,8.9,10.7,American,17629.8,1.18,Average,2889.0
2016 Volkswagen Golf Trendline | Conv. Pkg | CarPlay | Android Auto,12995,133200.0,1,https://www.craigslist.org/view/d/burnaby-2016-volkswagen-golf-trendline/kg113aMgxL58ezYNaNTckV,excellent,gas,grey,clean,automatic,hatchback,4.0,fwd,Vancouver,3VW917AU1GM060582,,2016.0,10.0,Volkswagen,Golf,9.3,6.45,8.05,European,13320.0,0.89,Average,2174.0
"2021 Ford Mustang Mach-E Premium AWD SUV: PANO ROOF, NAVI",28387,105982.0,1,https://www.craigslist.org/view/d/surrey-east-2021-ford-mustang-mach/qfoW1KWrh2RsB8z147t7Qh,excellent,electric,white,clean,automatic,SUV,,4wd,ONLY $245/bw *FINANCING OAC,,,2021.0,5.0,Ford,Mustang,11.9,8.6,10.4,American,21196.4,1.41,Above Average,2808.0
"2022 Tesla Model 3 Performance AWD Sedan: 1-OWNER, NO ACCIDENTS",37497,105640.0,1,https://www.craigslist.org/view/d/surrey-east-2022-tesla-model/avdNVzBEQ7hc11stYbShdK,excellent,electric,red,clean,automatic,sedan,,4wd,LANGLEY | $301+ Bi-Weekly Financing OAC,,,2022.0,4.0,,,,,,,26410.0,1.76,Highway/Heavy Commute,
"2021 Porsche Macan S AWD SUV: NO ACCIDENTS, LOCAL",44999,80000.0,1,https://www.craigslist.org/view/d/surrey-east-2021-porsche-macan-awd-suv/4H5T4eKRa7c2dcYDCDPYZf,excellent,gas,white,clean,automatic,SUV,6.0,4wd,LANGLEY | $391+ Bi-Weekly Financing OAC,,,2021.0,5.0,Porsche,Macan S,13.1,9.6,11.5,European,16000.0,1.07,Average,3105.0
"2022 Dodge Charger GT RWD Sedan: PUSH START, BACKUJP CAMERA",24199,82211.0,1,https://www.craigslist.org/view/d/surrey-east-2022-dodge-charger-gt-rwd/biV45xfoRYJqxaf63QTYto,excellent,gas,blue,clean,automatic,sedan,6.0,rwd,LANGLEY | $203+ Bi-Weekly Financing OAC,,,2022.0,4.0,Dodge,Charger,12.6,8.25,10.65,American,20552.8,1.37,Above Average,2876.0
* 2021 FORD ESCAPE SE AWD *****,15500,44000.0,1,https://www.craigslist.org/view/d/ford-escape-se-awd/g8AU8a26zLp5dsqQpFRiqf,,gas,blue,rebuilt,automatic,SUV,3.0,4wd,"Brunette  Ave, New Westminster",1FMCU9G67MUA43955,,2021.0,5.0,Ford,Escape,8.75,7.199999999999999,8.1,American,8800.0,0.59,Below Average,2187.0
* 2023 FORD TRANSIT T-350 T350 HIGH ROOF AWD *****,43500,52000.0,1,https://www.craigslist.org/view/d/ford-transit-350-t350-high-roof-awd/puNSXcCmMPWZmDB6t5fX7P,,gas,white,rebuilt,automatic,van,6.0,4wd,"Brunette  Ave, New Westminster",1FTBF8XG5PKB05155,,2023.0,3.0,Ford,,,,,American,17333.3,1.16,Average,
* 2022 MAZDA 3 MAZDA3 GS *****,16800,63000.0,1,https://www.craigslist.org/view/d/mazda-mazda3-gs/359ebjyxshaKQHf7BjPYdG,,gas,white,rebuilt,automatic,sedan,4.0,,"Brunette  Ave, New Westminster",JM1BPACL1N1510276,,2022.0,4.0,Mazda,Mazda3,9.1,6.8,8.1,Japanese,15750.0,1.05,Average,2187.0
2008 Nissan Versa 5dr HB 1.8 SL 2007,2900,241409.0,1,https://www.craigslist.org/view/d/port-moody-2008-nissan-versa-5dr-hb-18/5Adj3h7LuNdZTyCSsLVKsg,excellent,gas,black,clean,automatic,hatchback,4.0,fwd,Burrell Auto Group-Port Moody,,,2008.0,18.0,Nissan,Versa,9.2,7.4,8.4,Japanese,13411.6,0.89,Average,2268.0
* 2016 NISSAN SENTRA SL (FULLY LOADED) *****,11800,55000.0,1,https://www.craigslist.org/view/d/new-westminster-northeast-nissan-sentra/2P5dEdQpdCgRDkZYphbMvC,,gas,white,rebuilt,automatic,sedan,4.0,,burnaby/newwest,3N1AB7AP9GL650187,,2016.0,10.0,Nissan,Sentra S,8.45,6.35,7.550000000000001,Japanese,5500.0,0.37,Ultra Low/Weekend,2039.0
"* 2020 HONDA HR-V HRV LX (COMPACT SUV, LOW KMS) *****",18800,59000.0,1,https://www.craigslist.org/view/d/new-westminster-northeast-honda-hr-hrv/nPHXHyzZZEFWUobt5usuH1,,gas,grey,rebuilt,automatic,SUV,4.0,,burnaby/newwest,3CZRU5H31LM100627,,2020.0,6.0,Honda,HR-V,8.8,7.5,8.2,Japanese,9833.3,0.66,Below Average,2214.0
2024 FORD MUSTANG ECOBOOST PREMIUM,42922,21752.0,1,https://www.craigslist.org/view/d/langley-city-2024-ford-mustang-ecoboost/3AY1DsQkvwKDyXMdQs846P,like new,gas,blue,clean,automatic,coupe,4.0,rwd,delta/surrey/langley,1FA6P8THXR5104135,,2024.0,2.0,Ford,Mustang,10.95,7.649999999999999,9.5,American,10876.0,0.73,Below Average,2565.0
2023 JEEP GRAND CHEROKEE 4XE TRAILHAWK,43993,32903.0,1,https://www.craigslist.org/view/d/langley-city-2023-jeep-grand-cherokee/nWNeHT1vVAqiAdCjAiD7pa,like new,hybrid,silver,clean,automatic,SUV,4.0,4wd,delta/surrey/langley,1C4RJYC66P8904109,,2023.0,3.0,Jeep,Grand Cherokee,14.5,10.05,12.5,American,10967.7,0.73,Below Average,3375.0
2022 Ford T-150 Transit Cargo Van AWD • CLEAN CARFAX • 360 CAMERA,37999,106445.0,1,https://www.craigslist.org/view/d/surrey-east-2022-ford-150-transit-cargo/kYyEYYJ5oMeTqKfWFQyvqi,excellent,gas,white,clean,automatic,van,6.0,4wd,LANGLEY | $273+ Bi-Weekly Financing OAC,,,2022.0,4.0,Ford,T-150,,,,American,26611.2,1.77,Highway/Heavy Commute,
2023 Honda Civic EX Sedan • ONLY 10K KMS • BC Vehicle,30999,10225.0,1,https://www.craigslist.org/view/d/surrey-east-2023-honda-civic-ex-sedan/krQu6npA4rftD83TdAjAci,excellent,gas,white,clean,automatic,sedan,4.0,fwd,LANGLEY | $237+ Bi-Weekly Financing OAC,,,2023.0,3.0,Honda,Civic,7.9,6.3,7.15,Japanese,3408.3,0.23,Ultra Low/Weekend,1931.0
2019 Honda CR-V TOURING AWD SUV • LOW KMS • PANOROOF,32197,45900.0,1,https://www.craigslist.org/view/d/surrey-east-2019-honda-cr-touring-awd/jwjaqCk6bWGtDYpSZ346L7,excellent,gas,silver,clean,automatic,SUV,4.0,4wd,LANGLEY | $273+ Bi-Weekly Financing OAC,,,2019.0,7.0,Honda,CR-V,8.55,7.1,7.9,Japanese,6557.1,0.44,Ultra Low/Weekend,2133.0
2020 Toyota Highlander LE AWD SUV • 8 SEATER • Clean Carfax,33571,79541.0,1,https://www.craigslist.org/view/d/surrey-east-2020-toyota-highlander-le/9KmGDtiXAdLFWYwVXz5tbf,excellent,gas,white,clean,automatic,SUV,6.0,4wd,LANGLEY | $259+ Bi-Weekly Financing OAC,,,2020.0,6.0,Toyota,Highlander,11.8,8.45,10.3,Japanese,13256.8,0.88,Average,2781.0
2020 Nissan Rogue SPECIAL EDITION SUV • BLIND SPOT CAM • 1-Owner,15497,126000.0,1,https://www.craigslist.org/view/d/surrey-east-2020-nissan-rogue-special/hLfkARAi5N6XNyxqBRD4er,excellent,gas,grey,clean,automatic,SUV,4.0,4wd,LANGLEY | $133+ Bi-Weekly Financing OAC,,,2020.0,6.0,Nissan,Rogue,9.4,7.35,8.45,Japanese,21000.0,1.4,Above Average,2281.0
